artist_name,year_artist_born,age,length,width,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
Eugen von Blaas,1843.0,88.0,103.5,123.5,1.0,1901.0,58.0,187327.35,312212.25,547620.29,1,12782.25,1
"Sir William Russell Flint, R.A., P.R.W.S.",1880.0,89.0,51.0,69.0,1.0,1926.0,46.0,18732.74,24976.98,23603.25,1,3519.0,1
"John Brett, A.R.A.",1831.0,71.0,18.0,35.5,1.0,1996.0,165.0,4995.4,7493.09,6294.2,1,639.0,1
Johannes Hermanus Barend Koekkoek,1840.0,72.0,82.0,60.5,1.0,1891.0,51.0,24976.98,37465.47,25176.8,1,4961.0,1
John Linnell,1792.0,90.0,32.5,26.5,1.0,1824.0,32.0,9990.79,14986.19,13375.17,1,861.25,1
"William Powell Frith, R.A.",1819.0,90.0,32.0,25.0,1.0,1898.0,79.0,4995.4,7493.09,18882.6,1,800.0,1
Adrien Tanoux,1865.0,58.0,60.3,72.8,1.0,1905.0,40.0,24976.98,37465.47,40912.29,1,4389.839999999999,1
"Henry Nelson O'Neil, A.R.A.",1817.0,63.0,80.0,112.0,1.0,1870.0,53.0,14986.19,22479.28,18882.6,1,8960.0,1
Andrew Brown Donaldson,1840.0,79.0,54.5,123.5,1.0,1870.0,30.0,8741.94,12488.49,11014.85,1,6730.75,1
Edward Matthew Ward R.A.,1816.0,63.0,134.6,158.8,1.0,1857.0,41.0,37465.47,62442.45,47206.49,1,21374.48,1
"Sir William Blake Richmond, R.A.",1842.0,79.0,24.0,35.0,1.0,1887.0,45.0,3746.55,6244.25,6608.91,1,840.0,1
Johannes Hendrik Eversen,1906.0,89.0,51.0,71.0,1.0,1970.0,64.0,6244.25,8741.94,9441.3,1,3621.0,1
Floris Verster,1861.0,66.0,34.5,24.5,1.0,1923.0,62.0,9990.79,14986.19,28323.9,1,845.25,1
Willem Bastiaan Tholen,1860.0,71.0,35.5,59.0,1.0,1905.0,45.0,12488.49,18732.74,15735.5,1,2094.5,1
"Sir William Russell Flint, R.A., P.R.W.S.",1880.0,89.0,26.0,35.5,1.0,1955.0,75.0,12488.49,18732.74,15735.5,1,923.0,1
"Sir William Russell Flint, R.A., P.R.W.S.",1880.0,89.0,19.0,15.5,1.0,1954.0,74.0,2497.7,3746.55,3147.1,10,294.5,1
"Joseph Edward Southall, R.W.S., R.B.S.A., N.E.A.C.",1861.0,83.0,26.5,13.0,1.0,1901.0,40.0,3746.55,6244.25,4720.65,4,344.5,1
Antoni Piotrowski,1853.0,71.0,59.5,92.5,1.0,1883.0,30.0,24976.98,37465.47,31470.99,1,5503.75,1
Jacek Malczewski,1854.0,75.0,45.0,56.0,1.0,1901.0,47.0,32470.07,39963.17,59794.89,1,2520.0,1
"Robert Walker Macbeth, R.A.",1848.0,62.0,45.0,134.0,1.0,1877.0,29.0,18732.74,24976.98,23603.25,1,6030.0,1
"Philip Alexius de László, P.R.B.A.",1869.0,68.0,74.0,55.0,1.0,1927.0,58.0,18732.74,24976.98,22029.7,1,4070.0,1
Laslett John Pott,1837.0,61.0,142.0,96.0,1.0,1893.0,56.0,6244.25,8741.94,14161.95,1,13632.0,1
William Theed II,1804.0,87.0,73.0,1.0,1.0,1846.0,42.0,9990.79,14986.19,18882.6,10,73.0,1
Circle of Antonio Bottinelli,1827.0,71.0,87.0,1.0,1.0,1860.0,33.0,37465.47,62442.45,47206.49,10,87.0,1
Jean Alexandre Joseph Falguière,1831.0,69.0,109.0,1.0,1.0,1895.0,64.0,24976.98,37465.47,26750.35,10,109.0,1
Julien-Charles Dubois,1807.0,84.0,82.0,88.0,1.0,1835.0,28.0,87419.43,124884.9,110148.48,10,7216.0,1
Sarah Bernhardt,1844.0,79.0,60.0,1.0,1.0,1875.0,31.0,8741.94,12488.49,9441.3,2,60.0,1
"Frederic, Lord Leighton",1830.0,66.0,52.0,1.0,1.0,1890.0,60.0,24976.98,37465.47,55074.24,2,52.0,1
Antonio Rossetti,1819.0,203.0,120.0,1.0,1.0,1873.0,54.0,99907.92,149861.88,188825.97,10,120.0,0
Ulisse Cambi,1807.0,88.0,69.0,1.0,1.0,1878.0,71.0,9990.79,14986.19,9441.3,10,69.0,1
Arthur Waagen,1833.0,65.0,123.0,97.0,1.0,1869.0,36.0,14986.19,22479.28,17359.0,2,11931.0,1
Naum Aronson,1872.0,71.0,36.0,1.0,1.0,1922.0,50.0,2497.7,3746.55,1888.26,2,36.0,1
"Jean-Jacques Pradier, called James",1790.0,62.0,44.5,1.0,1.0,1848.0,58.0,7493.09,9990.79,8654.52,2,44.5,1
Alexandre de Tombay,1815.0,66.0,117.0,1.0,1.0,1836.0,21.0,7493.09,9990.79,9441.3,2,117.0,1
"Prince Victor of Hohenlohe-Langenburg, Count Gleichen",1861.0,102.0,54.5,1.0,1.0,1870.0,9.0,3746.55,6244.25,6294.2,2,54.5,1
William Wetmore Story,1819.0,76.0,68.0,1.0,1.0,1887.0,68.0,18732.74,24976.98,23603.25,10,68.0,1
Libero Andreotti,1875.0,58.0,111.0,1.0,1.0,1910.0,35.0,18732.74,24976.98,25176.8,2,111.0,1
Paul Wayland Bartlett,1865.0,60.0,27.0,53.0,1.0,1890.0,25.0,7493.09,9990.79,9441.3,2,1431.0,1
Wolf Kahn,1927.0,93.0,55.9,76.2,1.0,2006.0,79.0,10000.0,15000.0,13860.0,1,4259.58,1
Wolf Kahn,1927.0,93.0,38.0,50.8,1.0,1984.0,57.0,3000.0,5000.0,2520.0,1,1930.3999999999999,1
Tom Lovell,1909.0,88.0,45.7,68.6,1.0,1942.0,33.0,7000.0,10000.0,8820.0,1,3135.02,1
N. C. Wyeth,1882.0,63.0,38.7,182.2,1.0,1915.0,33.0,70000.0,100000.0,75600.0,1,7051.14,1
Stokely Webster,1912.0,89.0,55.9,71.1,1.0,1991.0,79.0,3000.0,5000.0,7560.0,1,3974.49,1
Thomas Moran,1837.0,89.0,65.1,77.8,1.0,1909.0,72.0,60000.0,80000.0,69300.0,1,5064.78,1
Julie Hart Beers,1835.0,78.0,45.7,76.2,1.0,1861.0,26.0,8000.0,12000.0,9450.0,1,3482.34,1
William J. Glackens,1870.0,68.0,81.3,66.0,1.0,1925.0,55.0,20000.0,30000.0,22680.0,1,5365.8,1
Maurice Brazil Prendergast,1858.0,66.0,35.6,16.5,1.0,1893.0,35.0,80000.0,120000.0,88200.0,1,587.4,1
Wolf Kahn,1927.0,93.0,45.1,45.1,1.0,1996.0,69.0,6000.0,8000.0,25200.0,1,2034.0100000000002,1
Andrew Wyeth,1917.0,92.0,48.3,71.0,1.0,1953.0,36.0,80000.0,120000.0,100800.0,1,3429.2999999999997,1
Fern Isabel Coppedge,1883.0,68.0,46.4,50.8,1.0,1930.0,47.0,30000.0,50000.0,47880.0,1,2357.12,1
Karl Albert Buehr,1866.0,86.0,65.4,81.3,1.0,1912.0,46.0,40000.0,60000.0,75600.0,1,5317.02,1
Wolf Kahn,1927.0,93.0,94.0,134.0,1.0,1985.0,58.0,30000.0,50000.0,47880.0,1,12596.0,1
Joseph Stella,1877.0,69.0,38.7,29.8,1.0,1910.0,33.0,3000.0,5000.0,13860.0,1,1153.2600000000002,1
Max Weber,1881.0,80.0,11.4,14.0,1.0,1949.0,68.0,3000.0,5000.0,7560.0,10,159.6,1
Will Barnet,1911.0,101.0,45.0,45.7,1.0,2012.0,101.0,5000.0,7000.0,3024.0,1,2056.5,1
Jan Matulka,1890.0,82.0,28.6,36.8,1.0,1917.0,27.0,6000.0,8000.0,3780.0,10,1052.48,1
Alfred Henry Maurer,1868.0,64.0,65.4,46.4,1.0,1926.0,58.0,10000.0,15000.0,18900.0,1,3034.56,1
Byron Browne,1907.0,54.0,50.8,66.0,1.0,1951.0,44.0,3000.0,5000.0,3780.0,7,3352.7999999999997,1
Wolf Kahn,1927.0,93.0,48.3,33.0,1.0,2001.0,74.0,6000.0,8000.0,6300.0,1,1593.8999999999999,1
William J. Glackens,1870.0,68.0,61.0,45.7,1.0,1925.0,55.0,25000.0,35000.0,22680.0,1,2787.7000000000003,1
Wolf Kahn,1927.0,93.0,30.5,45.7,1.0,1981.0,54.0,3000.0,5000.0,6048.0,1,1393.8500000000001,1
Herman Herzog,1831.0,101.0,43.2,75.6,1.0,1873.0,42.0,3000.0,5000.0,4410.0,1,3265.92,1
Everett Shinn,1876.0,77.0,52.7,71.1,1.0,1923.0,47.0,2000.0,3000.0,4032.0,1,3746.97,1
Dean Cornwell,1892.0,68.0,102.2,76.2,1.0,1927.0,35.0,7000.0,10000.0,7560.0,1,7787.64,1
Derrick Adams,1970.0,52.0,60.8,45.7,1.0,2018.0,48.0,3000.0,5000.0,4788.0,1,2778.56,0
Ai Weiwei,1957.0,65.0,13.0,1.0,1.0,2017.0,60.0,5000.0,7000.0,11340.0,2,13.0,0
Anni Albers,1899.0,95.0,51.0,40.9,1.0,1970.0,71.0,3000.0,4000.0,3024.0,3,2085.9,1
Karel Appel,1921.0,85.0,56.7,76.2,1.0,1965.0,44.0,500.0,700.0,1890.0,10,4320.54,1
Francis Bacon,1909.0,83.0,72.5,54.0,1.0,1983.0,74.0,15000.0,25000.0,18900.0,3,3915.0,1
Banksy,1974.0,48.0,55.9,76.1,1.0,2009.0,35.0,60000.0,80000.0,88200.0,3,4253.99,0
Romare Howard Bearden,1911.0,77.0,74.8,104.5,1.0,1975.0,64.0,8000.0,12000.0,6930.0,5,7816.599999999999,1
After Fernando Botero,1932.0,90.0,34.8,28.7,1.0,1982.0,50.0,4000.0,6000.0,5292.0,3,998.7599999999999,0
Berlinde de Bruyckere,1964.0,58.0,44.6,29.6,1.0,2001.0,37.0,800.0,1200.0,882.0,3,1320.16,0
Christo and Jeanne-Claude,1935.0,85.0,71.1,56.0,1.0,1985.0,50.0,4000.0,6000.0,5040.0,10,3981.5999999999995,1
Sonia Delaunay,1885.0,94.0,26.9,41.8,1.0,1942.0,57.0,600.0,800.0,1260.0,10,1124.4199999999998,1
Jim Dine,1935.0,87.0,135.5,98.9,1.0,1996.0,61.0,3000.0,5000.0,2268.0,5,13400.95,0
Jim Dine,1935.0,87.0,166.8,90.5,1.0,1982.0,47.0,7000.0,10000.0,8190.0,5,15095.400000000001,0
Peter Doig,1959.0,63.0,50.4,40.5,1.0,2013.0,54.0,3000.0,5000.0,4032.0,3,2041.2,0
Jean Dubuffet,1901.0,84.0,31.5,24.5,1.0,1958.0,57.0,600.0,800.0,3780.0,3,771.75,1
Sam Francis,1923.0,71.0,70.2,101.1,1.0,1971.0,48.0,3000.0,5000.0,3780.0,10,7097.22,1
Helen Frankenthaler,1928.0,83.0,85.6,69.4,1.0,1987.0,59.0,8000.0,12000.0,11340.0,10,5940.64,1
Helen Frankenthaler,1928.0,83.0,94.5,87.6,1.0,1989.0,61.0,4000.0,6000.0,5292.0,10,8278.199999999999,1
Lucian Freud,1922.0,89.0,70.0,54.5,1.0,1985.0,63.0,10000.0,15000.0,10080.0,3,3815.0,1
Alex Gardner,1987.0,35.0,76.4,57.2,1.0,2019.0,32.0,3000.0,5000.0,3276.0,7,4370.080000000001,0
Wade Guyton,1972.0,50.0,211.0,175.4,1.0,2007.0,35.0,4000.0,6000.0,4032.0,10,37009.4,0
Keith Haring,1958.0,32.0,34.3,31.8,1.0,1989.0,31.0,25000.0,35000.0,69300.0,10,1090.74,1
Stanley William Hayter,1901.0,87.0,29.9,22.5,1.0,1947.0,46.0,2000.0,3000.0,1890.0,3,672.75,1
David Hockney,1937.0,85.0,62.2,85.0,1.0,1993.0,56.0,6000.0,8000.0,23940.0,3,5287.0,0
Howard Hodgkin,1932.0,85.0,53.9,69.3,1.0,1977.0,45.0,1500.0,2500.0,1386.0,3,3735.2699999999995,1
Howard Hodgkin,1932.0,85.0,111.9,140.4,1.0,1980.0,48.0,2500.0,4000.0,6930.0,10,15710.760000000002,1
Jasper Johns,1930.0,92.0,26.0,21.3,1.0,1971.0,41.0,1000.0,1200.0,504.0,3,553.8000000000001,0
Jasper Johns,1930.0,92.0,90.3,54.7,1.0,1971.0,41.0,4000.0,6000.0,6048.0,10,4939.41,0
Jasper Johns,1930.0,92.0,31.0,24.3,1.0,1973.0,43.0,700.0,900.0,756.0,10,753.3000000000001,0
Alex Katz,1927.0,95.0,43.4,55.3,1.0,1993.0,66.0,3000.0,5000.0,4410.0,3,2400.02,0
KAWS,1974.0,48.0,24.7,38.1,2.5,1999.0,25.0,4000.0,6000.0,4410.0,3,2352.6749999999997,0
KAWS,1974.0,48.0,81.3,81.3,1.0,2014.0,40.0,15000.0,20000.0,23940.0,3,6609.69,0
Ellsworth Kelly,1923.0,92.0,86.0,212.1,1.0,1973.0,50.0,20000.0,30000.0,47880.0,3,18240.6,1
Jeff Koons,1955.0,67.0,26.2,1.0,1.0,1995.0,40.0,6000.0,8000.0,6930.0,10,26.2,0
Jeff Koons,1955.0,67.0,28.0,14.0,18.0,2017.0,62.0,7000.0,10000.0,16380.0,10,7056.0,0
Jeff Koons,1955.0,67.0,50.8,52.0,9.0,2004.0,49.0,3000.0,5000.0,2520.0,10,23774.399999999998,0
Yayoi Kusama,1929.0,93.0,10.0,1.0,1.0,2015.0,86.0,700.0,1000.0,2268.0,10,10.0,0
Yayoi Kusama,1929.0,93.0,106.0,104.0,1.0,2018.0,89.0,700.0,1000.0,882.0,10,11024.0,0
Yayoi Kusama,1929.0,93.0,9.0,1.0,1.0,2019.0,90.0,800.0,1200.0,1638.0,2,9.0,0
After Roy Lichtenstein,1923.0,74.0,61.0,49.9,1.0,1998.0,75.0,2000.0,3000.0,1386.0,3,3043.9,1
Joan Miró,1893.0,90.0,66.0,51.0,1.0,1970.0,77.0,2000.0,3000.0,16380.0,10,3366.0,1
Joan Mitchell,1925.0,67.0,76.3,56.6,1.0,1991.0,66.0,10000.0,15000.0,11340.0,10,4318.58,1
Robert Motherwell,1915.0,76.0,118.5,77.4,1.0,1984.0,69.0,3000.0,5000.0,5670.0,10,9171.900000000001,1
Yoshitomo Nara,1959.0,63.0,29.5,1.0,1.0,2003.0,44.0,2000.0,3000.0,4410.0,10,29.5,0
After Yoshitomo Nara,1959.0,63.0,61.0,45.7,1.0,2019.0,60.0,1000.0,1500.0,882.0,3,2787.7000000000003,0
After Yoshitomo Nara,1959.0,63.0,63.5,73.5,1.0,2020.0,61.0,1000.0,1500.0,882.0,3,4667.25,0
After Yoshitomo Nara,1959.0,63.0,68.7,43.0,1.0,2020.0,61.0,800.0,1200.0,882.0,3,2954.1,0
Bruce Nauman,1941.0,81.0,28.2,35.0,1.0,1990.0,49.0,5000.0,7000.0,6300.0,10,987.0,0
Barnett Newman,1905.0,65.0,124.1,12.8,1.0,1966.0,61.0,7000.0,10000.0,37800.0,3,1588.48,1
Claes Oldenburg,1929.0,93.0,49.7,42.2,1.0,1971.0,42.0,300.0,350.0,630.0,3,2097.34,0
Claes Oldenburg,1929.0,93.0,15.5,1.0,1.0,1977.0,48.0,4000.0,6000.0,10710.0,2,15.5,0
Julian Opie,1958.0,64.0,24.8,30.5,1.0,2007.0,49.0,2000.0,3000.0,2142.0,10,756.4,0
José Clemente Orozco,1883.0,66.0,40.4,55.0,1.0,1935.0,52.0,1000.0,1500.0,1008.0,10,2222.0,1
Nam June Paik,1932.0,74.0,53.3,68.5,1.0,1988.0,56.0,4000.0,6000.0,6300.0,10,3651.0499999999997,1
Robert Rauschenberg,1925.0,83.0,60.5,49.5,1.0,1974.0,49.0,2000.0,3000.0,3024.0,10,2994.75,1
James Rosenquist,1933.0,84.0,42.0,55.8,1.0,1969.0,36.0,1500.0,2500.0,2394.0,10,2343.6,1
James Rosenquist,1933.0,84.0,70.8,71.9,1.0,1972.0,39.0,1500.0,2500.0,3024.0,10,5090.52,1
James Rosenquist,1933.0,84.0,107.4,73.0,1.0,2010.0,77.0,3000.0,5000.0,2772.0,10,7840.200000000001,1
Dieter Roth,1930.0,68.0,60.0,84.0,1.0,1970.0,40.0,6000.0,8000.0,6300.0,10,5040.0,1
Ed Ruscha,1937.0,85.0,114.2,85.8,1.0,1986.0,49.0,6000.0,8000.0,21420.0,10,9798.36,0
Ed Ruscha,1937.0,85.0,114.2,86.0,1.0,1986.0,49.0,8000.0,12000.0,21420.0,10,9821.2,0
Tom Sachs,1966.0,56.0,19.0,1.0,1.0,2001.0,35.0,10000.0,15000.0,12600.0,5,19.0,0
Frank Stella,1936.0,86.0,40.7,55.9,1.0,1973.0,37.0,5000.0,7000.0,11340.0,10,2275.13,0
Frank Stella,1936.0,86.0,167.5,130.9,1.0,1984.0,48.0,15000.0,25000.0,23940.0,5,21925.75,0
Frank Stella,1936.0,86.0,137.1,131.0,1.0,1982.0,46.0,7000.0,10000.0,13860.0,10,17960.1,0
Rufino Tamayo,1899.0,92.0,100.4,171.0,1.0,1979.0,80.0,8000.0,12000.0,9450.0,10,17168.4,1
Wayne Thiebaud,1920.0,102.0,55.9,46.7,1.0,2006.0,86.0,10000.0,15000.0,11340.0,10,2610.53,0
Luc Tuymans,1958.0,64.0,59.6,80.5,4.6,2002.0,44.0,2000.0,3000.0,1890.0,10,22069.879999999997,0
Victor Vasarely,1906.0,91.0,40.0,60.7,1.0,1975.0,69.0,3000.0,5000.0,2142.0,3,2428.0,1
Andy Warhol,1928.0,59.0,58.0,58.2,1.0,1966.0,38.0,8000.0,12000.0,20160.0,3,3375.6000000000004,1
Andy Warhol,1928.0,59.0,89.0,58.6,1.0,1969.0,41.0,25000.0,35000.0,52920.0,3,5215.400000000001,1
Andy Warhol,1928.0,59.0,90.1,121.6,1.0,1971.0,43.0,6000.0,8000.0,11340.0,3,10956.159999999998,1
Andy Warhol,1928.0,59.0,86.4,86.4,1.0,1972.0,44.0,60000.0,80000.0,151200.0,3,7464.960000000001,1
Andy Warhol,1928.0,59.0,103.4,69.8,1.0,1974.0,46.0,5000.0,7000.0,10710.0,3,7217.32,1
Andy Warhol,1928.0,59.0,21.2,13.5,1.0,1975.0,47.0,2000.0,3000.0,4410.0,10,286.2,1
Andy Warhol,1928.0,59.0,102.0,56.0,1.0,1980.0,52.0,10000.0,15000.0,17640.0,10,5712.0,1
Andy Warhol,1928.0,59.0,17.6,17.8,1.0,1981.0,53.0,10000.0,15000.0,18900.0,3,313.28000000000003,1
Peter Halley,1953.0,69.0,44.5,56.2,1.0,1991.0,38.0,5000.0,7000.0,15120.0,1,2500.9,0
Ludwig Sander,1906.0,69.0,91.4,81.3,1.0,1961.0,55.0,4000.0,6000.0,10710.0,1,7430.820000000001,1
Robert Motherwell,1915.0,76.0,61.0,91.4,1.0,1969.0,54.0,80000.0,120000.0,138600.0,1,5575.400000000001,1
Stanley Whitney,1946.0,76.0,74.3,74.9,1.0,2001.0,55.0,10000.0,15000.0,50400.0,5,5565.070000000001,0
Anne Truitt,1921.0,83.0,152.4,152.4,1.0,1981.0,60.0,30000.0,50000.0,151200.0,1,23225.760000000002,1
Carol Rama,1918.0,97.0,79.4,60.3,1.0,1977.0,59.0,25000.0,35000.0,35280.0,10,4787.82,1
Stanley Whitney,1946.0,76.0,102.2,102.2,1.0,2006.0,60.0,80000.0,120000.0,252000.0,1,10444.84,0
Guillermo Kuitca,1961.0,61.0,138.7,132.1,1.0,1986.0,25.0,40000.0,60000.0,56700.0,1,18322.269999999997,0
Beauford Delaney,1910.0,69.0,60.9,76.2,1.0,1963.0,53.0,30000.0,50000.0,81900.0,1,4640.58,1
Oscar Murillo,1986.0,36.0,81.3,80.0,1.0,2011.0,25.0,40000.0,60000.0,40320.0,1,6504.0,0
Melvin Edwards,1937.0,85.0,46.0,61.0,1.0,1974.0,37.0,10000.0,15000.0,11340.0,1,2806.0,0
Louis Bourgeois,1911.0,99.0,22.8,28.8,1.0,1992.0,81.0,25000.0,35000.0,27720.0,7,656.64,1
Joan Mitchell,1925.0,67.0,50.1,40.6,1.0,1955.0,30.0,30000.0,50000.0,35280.0,7,2034.0600000000002,1
Julian Schnabel,1951.0,71.0,113.7,80.0,1.0,2008.0,57.0,10000.0,15000.0,11340.0,1,9096.0,0
Tony Lewis,1986.0,36.0,212.7,181.6,1.0,2015.0,29.0,8000.0,12000.0,12600.0,4,38626.32,0
David Smith,1906.0,59.0,84.5,127.0,1.0,1964.0,58.0,35000.0,45000.0,52920.0,5,10731.5,1
Tom Wesselmann,1931.0,73.0,58.4,20.3,1.0,1985.0,54.0,15000.0,20000.0,16380.0,5,1185.52,1
Alexander Calder,1898.0,78.0,54.6,75.0,1.0,1969.0,71.0,25000.0,35000.0,40320.0,10,4095.0,1
Richard Diebenkorn,1922.0,71.0,43.2,35.6,1.0,1960.0,38.0,20000.0,30000.0,20160.0,3,1537.92,1
Karel Appel,1921.0,85.0,195.6,243.8,1.0,1989.0,68.0,40000.0,60000.0,107100.0,1,47687.28,1
Elizabeth Catlett,1915.0,97.0,117.5,35.6,25.4,2000.0,85.0,40000.0,60000.0,47880.0,2,106248.2,1
Ida Ekblad,1980.0,42.0,80.0,60.9,1.0,2010.0,30.0,8000.0,12000.0,16380.0,1,4872.0,0
Angelbert Metoyer,1977.0,45.0,152.4,152.4,1.0,2021.0,44.0,20000.0,30000.0,37800.0,1,23225.760000000002,0
Aboudia,1983.0,39.0,149.8,121.3,1.0,2021.0,38.0,25000.0,35000.0,69300.0,5,18170.74,0
Aboudia,1983.0,39.0,99.0,99.0,1.0,2021.0,38.0,20000.0,30000.0,94500.0,5,9801.0,0
Aboudia,1983.0,39.0,149.8,299.7,1.0,2021.0,38.0,60000.0,80000.0,138600.0,5,44895.060000000005,0
Aboudia,1983.0,39.0,149.8,120.7,1.0,2021.0,38.0,25000.0,35000.0,75600.0,5,18080.86,0
Aboudia,1983.0,39.0,149.2,149.8,1.0,2021.0,38.0,30000.0,40000.0,69300.0,5,22350.16,0
Aboudia,1983.0,39.0,99.1,99.1,1.0,2021.0,38.0,20000.0,30000.0,52920.0,5,9820.81,0
Aboudia,1983.0,39.0,149.8,149.8,1.0,2021.0,38.0,30000.0,40000.0,151200.0,5,22440.040000000005,0
Aboudia,1983.0,39.0,149.8,149.8,1.0,2021.0,38.0,30000.0,40000.0,81900.0,5,22440.040000000005,0
Aboudia,1983.0,39.0,149.8,149.8,1.0,2021.0,38.0,30000.0,40000.0,63000.0,5,22440.040000000005,0
Aboudia,1983.0,39.0,149.8,149.8,1.0,2021.0,38.0,30000.0,40000.0,107100.0,5,22440.040000000005,0
Justin Roiland,1980.0,42.0,91.4,121.9,1.0,2021.0,41.0,15000.0,20000.0,56700.0,1,11141.660000000002,0
Josh Smith,1976.0,46.0,45.7,30.4,1.0,2013.0,37.0,20000.0,30000.0,52920.0,1,1389.28,0
Yayoi Kusama,1929.0,93.0,127.0,55.8,1.0,1971.0,42.0,10000.0,15000.0,189000.0,10,7086.599999999999,0
Keith Haring,1958.0,32.0,22.8,22.8,1.0,1983.0,25.0,15000.0,20000.0,22680.0,10,519.84,1
Jeff Koons,1955.0,67.0,7.9,4.4,3.8,2009.0,54.0,60000.0,80000.0,75600.0,10,132.088,0
Arturo di Modica,1941.0,80.0,64.8,109.2,58.4,2000.0,59.0,80000.0,120000.0,126000.0,2,413247.74399999995,1
Amy Sillman,1960.0,62.0,35.6,50.8,1.0,2005.0,45.0,3000.0,5000.0,2268.0,10,1808.48,0
Alexander Calder,1898.0,78.0,109.2,37.5,1.0,1974.0,76.0,25000.0,35000.0,50400.0,10,4095.0,1
John Currin,1962.0,60.0,13.7,20.9,1.0,1995.0,33.0,8000.0,12000.0,18900.0,7,286.33,0
Lorna Simpson,1961.0,61.0,74.9,57.2,1.0,2014.0,53.0,12000.0,18000.0,15120.0,5,4284.280000000001,0
Karin Kneffel,1957.0,65.0,80.6,80.0,1.0,2018.0,61.0,30000.0,50000.0,44100.0,1,6448.0,0
Alex Katz,1927.0,95.0,40.3,29.8,1.0,2001.0,74.0,30000.0,50000.0,52920.0,1,1200.94,0
Ann Craven,1967.0,55.0,35.5,25.4,1.0,2019.0,52.0,4000.0,6000.0,13860.0,1,901.6999999999999,0
Cindy Sherman,1954.0,68.0,101.6,76.2,1.0,1983.0,29.0,40000.0,60000.0,40320.0,7,7741.92,0
Tom Blackwell,1938.0,82.0,152.4,114.3,1.0,2010.0,72.0,40000.0,60000.0,40320.0,1,17419.32,1
Robin F. Williams,1984.0,38.0,182.9,137.2,1.0,2008.0,24.0,30000.0,40000.0,37800.0,1,25093.879999999997,0
Sarah Lucas,1962.0,60.0,50.8,50.8,1.0,2000.0,38.0,800.0,1200.0,1260.0,10,2580.64,0
Vik Muniz,1961.0,61.0,91.4,170.2,1.0,2008.0,47.0,40000.0,60000.0,88200.0,5,15556.28,0
Louise Lawler,1947.0,75.0,25.4,20.3,1.0,2010.0,63.0,5000.0,7000.0,8190.0,7,515.62,0
Dirk Skreber,1961.0,61.0,124.0,29.0,29.0,2007.0,46.0,6000.0,8000.0,3780.0,10,104284.0,0
David Hockney,1937.0,85.0,129.5,142.2,1.0,1989.0,52.0,10000.0,15000.0,40320.0,10,18414.899999999998,0
Franz West,1947.0,65.0,193.0,35.5,35.5,2004.0,57.0,4000.0,6000.0,4410.0,10,243228.25,1
Robert Rauschenberg,1925.0,83.0,121.9,91.4,1.0,1989.0,64.0,50000.0,70000.0,201600.0,6,11141.660000000002,1
Math Bass,1981.0,41.0,71.1,66.0,1.0,2013.0,32.0,10000.0,15000.0,13860.0,10,4692.599999999999,0
Lita Albuquerque,1946.0,76.0,25.4,1.0,1.0,2007.0,61.0,3000.0,4000.0,5292.0,10,25.4,0
Alexander Calder,1898.0,78.0,55.2,15.2,1.0,1974.0,76.0,20000.0,30000.0,25200.0,10,839.04,1
Joseph Cornell,1903.0,69.0,5.0,5.0,5.0,1932.0,29.0,6000.0,8000.0,13860.0,2,125.0,1
Alexander Calder,1898.0,78.0,109.2,75.0,1.0,1967.0,69.0,60000.0,80000.0,138600.0,10,8190.0,1
Sam Francis,1923.0,71.0,30.5,30.5,1.0,1960.0,37.0,15000.0,25000.0,30240.0,10,930.25,1
Richard Pousette-Dart,1916.0,76.0,19.1,29.8,1.0,1939.0,23.0,12000.0,18000.0,27720.0,1,569.1800000000001,1
Sol LeWitt,1928.0,79.0,57.2,57.2,1.0,1996.0,68.0,35000.0,45000.0,44100.0,10,3271.84,1
Anne Kagioka Rigoulet,1987.0,35.0,130.2,194.0,1.0,2020.0,33.0,10000.0,15000.0,69300.0,1,25258.8,0
Matthew Wong,1984.0,35.0,25.7,20.6,1.0,2018.0,34.0,25000.0,35000.0,30240.0,10,529.4200000000001,1
Shara Hughes,1981.0,41.0,55.9,76.2,1.0,2008.0,27.0,3000.0,5000.0,1764.0,5,4259.58,0
Josh Smith,1978.0,44.0,122.0,91.5,1.0,2014.0,36.0,10000.0,15000.0,23940.0,10,11163.0,0
Andy Warhol,1928.0,59.0,23.1,29.2,1.0,1955.0,27.0,5000.0,7000.0,8820.0,7,674.52,1
Dan Dailey,1947.0,75.0,35.6,27.9,1.0,1994.0,47.0,600.0,800.0,630.0,7,993.24,0
Thomas Schutte,1954.0,68.0,50.2,64.8,1.0,1989.0,35.0,8000.0,12000.0,8190.0,1,3252.96,0
Joe Bradley,1975.0,47.0,64.7,50.1,1.0,2011.0,36.0,6000.0,8000.0,6048.0,1,3241.4700000000003,0
Antoni Tàpies,1923.0,99.0,121.9,160.0,1.0,1999.0,76.0,40000.0,60000.0,56700.0,1,19504.0,0
Will Boone,1982.0,40.0,167.6,137.2,1.0,2014.0,32.0,30000.0,50000.0,47880.0,1,22994.719999999998,0
Joel Shapiro,1941.0,81.0,33.6,58.4,45.7,1997.0,56.0,18000.0,20000.0,30240.0,1,89674.368,0
Andy Warhol,1928.0,59.0,57.4,72.3,1.0,1958.0,30.0,12000.0,18000.0,13860.0,8,4150.0199999999995,1
