artist_name,year_artist_born,age,length,width,title_of_work,height,year_of_work,age_at_work,lower_est_USD,upper_est_USD,sold_in_USD,Material_Category,act_area,posthumous_combined
Pierre-Auguste Renoir,1841.0,78.0,31.1,48.3,Paysages de Provence: Cagnes,1.0,1910.0,69.0,400000.0,600000.0,504000.0,1,1502.1299999999999,1
Pierre-Auguste Renoir,1841.0,78.0,30.1,28.0,Femme au chapeau de paille,1.0,1916.0,75.0,350000.0,450000.0,685500.0,1,842.8000000000001,1
Pierre-Auguste Renoir,1841.0,78.0,13.3,23.4,Petite nature morte,1.0,1900.0,59.0,80000.0,120000.0,226800.0,1,311.21999999999997,1
Pierre-Auguste Renoir,1841.0,78.0,11.4,11.4,Claude Renoir en médaillon,1.0,1908.0,67.0,40000.0,60000.0,44100.0,1,129.96,1
Eugène Boudin,1824.0,74.0,55.5,80.0,Environs d'Honfleur,1.0,1854.0,30.0,50000.0,70000.0,44100.0,1,4440.0,1
Eugène Boudin,1824.0,74.0,47.0,65.4,"Fécamp, Le Bassin au coucher du soleil",1.0,1894.0,70.0,100000.0,150000.0,201600.0,1,3073.8,1
Piet Mondrian,1872.0,72.0,85.0,59.6,Landzicht Farm under Light Blue Sky,1.0,1906.0,34.0,70000.0,90000.0,201600.0,1,5066.0,1
Eugène Boudin,1824.0,74.0,42.5,65.4,"Deauville, marée basse",1.0,1860.0,36.0,50000.0,70000.0,176400.0,1,2779.5000000000005,1
Eugène Boudin,1824.0,74.0,41.6,55.7,La Sortie des barques à Trouville,1.0,1893.0,69.0,120000.0,180000.0,163800.0,1,2317.1200000000003,1
Auguste Rodin,1840.0,77.0,97.0,1.0,"Vénus, moyen modèle, dit aussi ""Aphrodite, moyen modèle""",1.0,1885.0,45.0,40000.0,60000.0,126000.0,2,97.0,1
Gerhard Marcks,1889.0,92.0,106.0,1.0,Tänzerin (Dancer),1.0,1947.0,58.0,25000.0,35000.0,27720.0,2,106.0,1
Egon Schiele,1890.0,28.0,49.7,32.7,Paar Im Umarmung (Couple embracing),1.0,1914.0,24.0,250000.0,350000.0,315000.0,10,1625.1900000000003,1
Gustav Klimt,1862.0,56.0,57.2,37.5,Stehende Figur im Verzierten Kleid (Standing Figure in Ornamented Gown),1.0,1915.0,53.0,50000.0,70000.0,163800.0,4,2145.0,1
Alberto Giacometti,1901.0,65.0,46.0,26.0,La Suspension à stampa,1.0,1954.0,53.0,50000.0,70000.0,88200.0,4,1196.0,1
Alberto Giacometti,1901.0,65.0,50.2,32.1,Tête d’un homme (Professeur Corbetta),1.0,1963.0,62.0,40000.0,60000.0,50400.0,4,1611.42,1
Amedeo Modigliani,1884.0,36.0,43.0,27.8,Femme nue assise de trois quarts,1.0,1907.0,23.0,30000.0,50000.0,35280.0,10,1195.4,1
Pablo Picasso,1881.0,92.0,48.9,74.9,Mousquetaire et courtisane,1.0,1968.0,87.0,300000.0,500000.0,378000.0,4,3662.61,1
Pablo Picasso,1881.0,92.0,34.6,27.0,Tête,1.0,1969.0,88.0,40000.0,60000.0,138600.0,10,934.2,1
Joan Miró,1893.0,90.0,41.0,32.1,Figure en état de métamorphose,1.0,1936.0,43.0,120000.0,180000.0,163800.0,10,1316.1000000000001,1
André Masson,1896.0,91.0,130.0,97.1,Les Comédiens tragiques,1.0,1962.0,66.0,40000.0,60000.0,94500.0,1,12623.0,1
Joan Miró,1893.0,90.0,89.8,63.0,Le Fantôme de l’atelier,1.0,1981.0,88.0,300000.0,400000.0,352800.0,10,5657.4,1
René Magritte,1898.0,69.0,18.0,26.0,Sans titre,1.0,1960.0,62.0,150000.0,250000.0,226800.0,4,468.0,1
Salvador Dalí,1904.0,85.0,26.7,77.0,Les Murs de Babylone,1.0,1954.0,50.0,300000.0,400000.0,378000.0,1,2055.9,1
Giorgio de Chirico,1888.0,90.0,30.0,40.0,Piazza d'Italia,1.0,1955.0,67.0,250000.0,350000.0,378000.0,1,1200.0,1
Giorgio de Chirico,1888.0,90.0,81.3,65.1,Cavallo e zebra in riva al mare (Horse and Zebra by the Sea),1.0,1928.0,40.0,250000.0,350000.0,2319000.0,1,5292.629999999999,1
Léopold Survage,1879.0,89.0,64.5,81.3,Paysage,1.0,1930.0,51.0,12000.0,18000.0,27720.0,1,5243.849999999999,1
Max Ernst,1891.0,85.0,8.9,22.9,Collage à la rose,1.0,1920.0,29.0,20000.0,30000.0,31500.0,5,203.81,1
Agustín Cárdenas,1927.0,74.0,190.5,1.0,Totem,1.0,1978.0,51.0,80000.0,120000.0,100800.0,2,190.5,1
Francisco Toledo,1940.0,79.0,105.0,84.0,Vaca,1.0,1970.0,30.0,250000.0,300000.0,277200.0,1,8820.0,1
Wifredo Lam,1902.0,80.0,70.5,50.2,Sans titre (Femme cheval),1.0,1970.0,68.0,180000.0,250000.0,252000.0,1,3539.1000000000004,1
Leonora Carrington,1917.0,94.0,25.4,35.6,Burial of the Patriarchs,1.0,1963.0,46.0,50000.0,70000.0,119700.0,1,904.24,1
Agustín Cárdenas,1927.0,74.0,40.6,1.0,Coquille,1.0,1989.0,62.0,25000.0,30000.0,35280.0,10,40.6,1
Wifredo Lam,1902.0,80.0,81.0,65.0,Les spectateurs (La réunion),1.0,1965.0,63.0,60000.0,80000.0,176400.0,1,5265.0,1
Pedro Coronel,1921.0,64.0,135.0,100.0,Calavera,1.0,1979.0,58.0,100000.0,150000.0,126000.0,1,13500.0,1
Carlos Mérida,1891.0,93.0,53.7,64.8,Sin título,1.0,1939.0,48.0,15000.0,20000.0,21420.0,10,3479.76,1
Matta,1911.0,91.0,71.1,59.1,First State of Splitting the Ergo,1.0,1946.0,35.0,30000.0,40000.0,37800.0,10,4202.01,1
Wifredo Lam,1902.0,80.0,32.0,39.0,Sans titre,1.0,1938.0,36.0,30000.0,40000.0,37800.0,10,1248.0,1
Alexander Archipenko,1887.0,77.0,35.8,1.0,Walking,1.0,1963.0,76.0,25000.0,35000.0,25200.0,2,35.8,1
Jean Metzinger,1883.0,73.0,81.6,61.0,Hiver,1.0,1921.0,38.0,40000.0,60000.0,138600.0,1,4977.599999999999,1
Georges Valmier,1885.0,52.0,65.1,49.5,Pot de fleurs,1.0,1922.0,37.0,70000.0,90000.0,126000.0,1,3222.45,1
Fernand Léger,1881.0,74.0,92.0,65.2,La Roue de l'échelle,1.0,1947.0,66.0,800000.0,1200000.0,927500.0,1,5998.400000000001,1
Fernand Léger,1881.0,74.0,41.8,62.9,Les Constructeurs à l'arbre sur fond jaune,1.0,1949.0,68.0,350000.0,450000.0,441000.0,10,2629.22,1
Pablo Picasso,1881.0,92.0,56.2,75.9,Homme et femme nue dans un paysage,1.0,1967.0,86.0,200000.0,300000.0,315000.0,4,4265.580000000001,1
Françoise Gilot,1921.0,101.0,72.7,92.1,"Paysage blanc, White Landscape",1.0,1965.0,44.0,25000.0,35000.0,18900.0,1,6695.67,0
Gunther Gerzso,1915.0,85.0,73.0,100.0,Paisaje de San Ángel,1.0,1956.0,41.0,100000.0,150000.0,151200.0,1,7300.0,1
Rufino Tamayo,1899.0,92.0,94.9,129.5,Naturaleza muerta,1.0,1985.0,86.0,350000.0,450000.0,600800.0,1,12289.550000000001,1
Cândido Portinari,1903.0,59.0,48.3,59.5,Menino com carneiro,1.0,1955.0,52.0,300000.0,400000.0,315000.0,1,2873.85,1
Miguel Covarrubias,1904.0,53.0,36.0,52.0,Hollywood's Malibu Beach,1.0,1933.0,29.0,120000.0,180000.0,189000.0,10,1872.0,1
Alfredo Ramos Martínez,1871.0,75.0,76.8,68.9,Mujer con flores,1.0,1936.0,65.0,180000.0,220000.0,189000.0,1,5291.52,1
Rufino Tamayo,1899.0,92.0,44.1,56.2,Sandías,1.0,1941.0,42.0,700000.0,900000.0,867000.0,1,2478.42,1
Rodolfo Morales,1925.0,76.0,172.0,201.0,Autorretrato,1.0,1993.0,68.0,150000.0,200000.0,189000.0,1,34572.0,1
Pedro Coronel,1923.0,62.0,113.7,177.2,Los barqueros del sol,1.0,1962.0,39.0,250000.0,350000.0,441000.0,1,20147.64,1
Diego Rivera,1886.0,71.0,38.7,27.6,Hombre trabajando (Albañil),1.0,1959.0,73.0,40000.0,60000.0,107100.0,1,1068.1200000000001,1
Miguel Covarrubias,1904.0,53.0,50.8,61.0,Balinesa,1.0,1930.0,26.0,60000.0,80000.0,403200.0,1,3098.7999999999997,1
Ricardo Martínez,1918.0,91.0,59.7,73.0,Figura,1.0,1988.0,70.0,30000.0,40000.0,40320.0,1,4358.1,1
Matta,1911.0,91.0,97.0,101.0,Mundo cósmico,1.0,1959.0,48.0,60000.0,80000.0,75600.0,1,9797.0,1
Rufino Tamayo,1899.0,92.0,28.0,21.1,Sin título,1.0,1958.0,59.0,25000.0,35000.0,35280.0,10,590.8000000000001,1
David Alfaro Siqueiros,1896.0,78.0,120.0,80.0,Paisaje cósmico,1.0,1968.0,72.0,180000.0,250000.0,189000.0,10,9600.0,1
Barbara Hepworth,1903.0,72.0,52.7,1.0,Vertical Form (St Ives),1.0,1969.0,66.0,250000.0,350000.0,504000.0,2,52.7,1
Lynn Chadwick,1914.0,89.0,34.3,1.0,Sitting Figure III,1.0,1962.0,48.0,60000.0,80000.0,107100.0,10,34.3,1
Gunther Gerzso,1915.0,85.0,78.1,1.0,Semblantes,1.0,1994.0,79.0,25000.0,30000.0,81900.0,2,78.1,1
Carlos Mérida,1891.0,93.0,79.4,61.0,Blanco absoluto,1.0,1965.0,74.0,70000.0,90000.0,113400.0,10,4843.400000000001,1
Lynn Chadwick,1914.0,89.0,51.8,1.0,Maquette I Jubilee III,1.0,1984.0,70.0,120000.0,180000.0,226800.0,2,51.8,1
Lynn Chadwick,1914.0,89.0,35.6,1.0,High Wind on Stairs I,1.0,1992.0,78.0,100000.0,150000.0,100800.0,2,35.6,1
Henry Moore,1898.0,88.0,63.5,1.0,Working Model for Seated Figure: Arms Outstretched,1.0,1960.0,62.0,300000.0,500000.0,315000.0,2,63.5,1
Giacomo Manzù,1908.0,83.0,272.0,1.0,Dance Step,1.0,1955.0,47.0,50000.0,70000.0,94500.0,2,272.0,1
Henry Moore,1898.0,88.0,21.3,17.2,Studies for Reclining Lead Figures,1.0,1940.0,42.0,8000.0,12000.0,17640.0,1,366.36,1
Burgoyne Diller,1906.0,59.0,122.0,122.0,Second Theme #127,1.0,1953.0,47.0,50000.0,70000.0,163800.0,1,14884.0,1
František Kupka,1871.0,86.0,27.6,34.6,Abstract Composition,1.0,1925.0,54.0,25000.0,35000.0,163800.0,1,954.96,1
František Kupka,1871.0,86.0,20.0,21.5,Autour d’un point (E.IV),1.0,1920.0,49.0,50000.0,70000.0,277200.0,10,430.0,1
František Kupka,1871.0,86.0,26.0,26.0,Fleur,1.0,1925.0,54.0,30000.0,50000.0,315000.0,10,676.0,1
František Kupka,1871.0,86.0,17.8,18.7,Autour d'un point,1.0,1918.0,47.0,18000.0,25000.0,22680.0,10,332.86,1
Pablo Picasso,1881.0,92.0,32.5,25.5,Nature morte,1.0,1944.0,63.0,80000.0,120000.0,214200.0,10,828.75,1
George Grosz,1893.0,66.0,45.7,59.0,Verhaftung des Petrus (The Arrest of St. Peter),1.0,1930.0,37.0,10000.0,15000.0,10080.0,4,2696.3,1
Gustav Klimt,1862.0,56.0,47.3,31.4,"Zwei Studien des Oberkörpers eines Mannes, Kinder-studie (Two Studies of a Nude Male Torso Male Facing Right; Study of a Child); Sechs Studien eines Kindes nach rechts (Six Studies of a Child Facing Right): A Double-Sided Drawing",1.0,1900.0,38.0,20000.0,30000.0,20160.0,10,1485.2199999999998,1
Wilhelm Lehmbruck,1881.0,38.0,53.3,1.0,Kopf einer Frau (Head of a Woman),1.0,1910.0,29.0,20000.0,30000.0,18900.0,7,53.3,1
Alexej von Jawlensky,1864.0,77.0,17.2,12.7,Abstrakter Kopf (Abstract Head),1.0,1922.0,58.0,100000.0,150000.0,176400.0,1,218.43999999999997,1
Paul Kleinschmidt,1883.0,66.0,135.0,110.0,Bardame (Barmaid),1.0,1932.0,49.0,50000.0,70000.0,69300.0,1,14850.0,1
Karl Hofer,1878.0,77.0,75.0,85.0,Am Morgen (In the Morning),1.0,1913.0,35.0,50000.0,70000.0,50400.0,1,6375.0,1
Albert Bloch,1882.0,79.0,91.4,71.1,Knabenbildnis (Portrait of a Boy),1.0,1911.0,29.0,20000.0,30000.0,63000.0,1,6498.54,1
Albert Bloch,1882.0,79.0,50.8,34.3,Harlekin (Harlequin),1.0,1912.0,30.0,8000.0,12000.0,15120.0,1,1742.4399999999998,1
Albert Bloch,1882.0,79.0,77.4,58.0,Vision eines Winternachmittags (Vision of a Winter Afternoon),1.0,1915.0,33.0,60000.0,80000.0,69300.0,1,4489.200000000001,1
Erich Heckel,1883.0,87.0,53.3,69.2,Drautal im Mai (Drau Valley In May),1.0,1940.0,57.0,10000.0,15000.0,11340.0,1,3688.36,1
Juan O'Gorman,1905.0,77.0,40.6,60.3,Recuerdo de Chalma,1.0,1942.0,37.0,80000.0,120000.0,100800.0,1,2448.18,1
Fernando Botero,1932.0,90.0,144.8,45.7,Niña con sombrero,1.0,1960.0,28.0,120000.0,180000.0,226800.0,1,6617.360000000001,0
Armando Reverón,1889.0,65.0,39.6,50.2,Figura sentada bajo un árbol,1.0,1931.0,42.0,80000.0,120000.0,88200.0,1,1987.92,1
Francisco Toledo,1940.0,79.0,12.7,32.4,Muerte pescando,1.0,1989.0,49.0,18000.0,22000.0,44100.0,10,411.47999999999996,1
Fernando de Szyszlo,1925.0,92.0,150.0,120.0,Puriq runa (VII),1.0,1976.0,51.0,40000.0,60000.0,44100.0,1,18000.0,1
Ricardo Martínez,1918.0,91.0,85.1,114.9,Figura,1.0,1973.0,55.0,25000.0,35000.0,40320.0,1,9777.99,1
Alejandro Obregón,1920.0,72.0,73.0,92.0,Sin título,1.0,1952.0,32.0,30000.0,40000.0,52920.0,1,6716.0,1
Raoul Dufy,1877.0,76.0,50.8,66.0,Bateaux au Havre,1.0,1922.0,45.0,30000.0,50000.0,69300.0,10,3352.7999999999997,1
Raoul Dufy,1877.0,76.0,59.0,72.3,Bateaux dans le port de Caudebec,1.0,1913.0,36.0,250000.0,350000.0,277800.0,1,4265.7,1
Raoul Dufy,1877.0,76.0,29.8,50.8,Les Mannequins aux courses,1.0,1920.0,43.0,30000.0,50000.0,40320.0,5,1513.84,1
Jean Dufy,1888.0,76.0,39.1,31.4,Danseuses,1.0,1920.0,32.0,3000.0,5000.0,11340.0,1,1227.74,1
Marc Chagall,1887.0,98.0,32.2,24.8,Danseuse-écuyère et homme au parapluie inversé,1.0,1968.0,81.0,40000.0,50000.0,63000.0,5,798.5600000000001,1
Cundo Bermúdez,1914.0,94.0,80.3,70.2,Retrato de Margarita en interior de sala con reloj y mesa,1.0,1965.0,51.0,40000.0,60000.0,69300.0,1,5637.06,1
Amelia Peláez,1896.0,72.0,49.5,40.0,Naturaleza muerta con piña,1.0,1965.0,69.0,60000.0,80000.0,75600.0,1,1980.0,1
Oswaldo Guayasamín,1919.0,80.0,59.7,59.7,Manos de un mendigo,1.0,1970.0,51.0,60000.0,80000.0,75600.0,1,3564.09,1
Marc Chagall,1887.0,98.0,66.0,56.0,Couple avec âne sur fond orangé,1.0,1980.0,93.0,120000.0,180000.0,226800.0,1,3696.0,1
Louis Valtat,1869.0,83.0,81.3,65.0,Les Couturières,1.0,1918.0,49.0,50000.0,70000.0,50400.0,1,5284.5,1
Moïse Kisling,1891.0,62.0,64.7,50.5,Portrait de Maria Hasenclever,1.0,1927.0,36.0,50000.0,70000.0,107100.0,1,3267.3500000000004,1
Moïse Kisling,1891.0,62.0,38.0,55.0,"Tamaris (La Seyne-sur-Mer, près de Toulon)",1.0,1935.0,44.0,50000.0,70000.0,69300.0,1,2090.0,1
Reuven Rubin,1893.0,81.0,102.8,76.5,Spring Bouquet with Mimosa,1.0,1958.0,65.0,80000.0,120000.0,69300.0,1,7864.2,1
Mordecai Ardon,1896.0,96.0,99.6,81.3,Gilgal,1.0,1965.0,69.0,120000.0,180000.0,113400.0,1,8097.48,1
Mordecai Ardon,1896.0,96.0,53.9,65.0,Under Yellow Sky,1.0,1966.0,70.0,40000.0,60000.0,69300.0,1,3503.5,1
Pedro Coronel,1921.0,64.0,80.0,95.3,Soledad muda,1.0,1964.0,43.0,50000.0,70000.0,52920.0,1,7624.0,1
Armando Morales,1927.0,84.0,161.9,130.2,Figures,1.0,1968.0,41.0,60000.0,80000.0,75600.0,1,21079.379999999997,1
David Alfaro Siqueiros,1896.0,78.0,60.6,45.7,El fariseo de hoy,1.0,1964.0,68.0,60000.0,80000.0,119700.0,10,2769.42,1
Alfredo Ramos Martínez,1871.0,75.0,61.0,50.8,Los hermanos,1.0,1937.0,66.0,30000.0,40000.0,56700.0,1,3098.7999999999997,1
Bernard Buffet,1928.0,71.0,89.5,147.0,Le Canal,1.0,1955.0,27.0,50000.0,70000.0,138600.0,1,13156.5,1
Bernard Buffet,1928.0,71.0,89.2,130.2,"Elizy, Le Vieux pont et l'église en hiver",1.0,1975.0,47.0,60000.0,80000.0,69300.0,1,11613.84,1
Gustave Cariot,1872.0,78.0,46.5,61.0,Gerbes de blé Périgny,1.0,1905.0,33.0,15000.0,20000.0,50400.0,1,2836.5,1
Yayoi Kusama,1929.0,93.0,28.3,21.3,Lake of China,1.0,1956.0,27.0,70000.0,100000.0,214200.0,1,602.7900000000001,0
Yayoi Kusama,1929.0,93.0,29.8,22.2,The Face,1.0,1953.0,24.0,50000.0,70000.0,138600.0,1,661.56,0
Alexander Calder,1898.0,78.0,109.2,74.3,Le Buveur d’Eau,1.0,1967.0,69.0,50000.0,70000.0,378000.0,7,8113.5599999999995,1
Alexander Calder,1898.0,78.0,22.2,24.1,"White Dot in the Air, on Red",9.5,1960.0,62.0,250000.0,350000.0,296100.0,10,5082.6900000000005,1
Adolph Gottlieb,1903.0,71.0,102.2,76.8,Black Splash,1.0,1970.0,67.0,200000.0,300000.0,252000.0,1,7848.96,1
Joan Mitchell,1925.0,67.0,59.7,71.8,Untitled,1.0,1956.0,31.0,500000.0,700000.0,1145300.0,1,4286.46,1
Louise Nevelson,1899.0,89.0,135.0,100.5,Untitled,35.0,1960.0,61.0,300000.0,500000.0,504000.0,2,474862.5,1
Robert Rauschenberg,1925.0,83.0,7.3,20.6,Untitled (Scatole Personali),12.7,1953.0,28.0,150000.0,200000.0,277200.0,10,1909.826,1
Alice Neel,1900.0,84.0,116.8,127.0,Henry and Sally Hope,1.0,1977.0,77.0,800000.0,1200000.0,1593000.0,1,14833.6,1
Brice Marden,1938.0,84.0,27.3,13.7,Hydra (1987-88),1.0,1987.0,49.0,400000.0,600000.0,478800.0,10,374.01,0
Donald Judd,1928.0,66.0,30.2,180.0,Untitled,30.2,1984.0,56.0,500000.0,700000.0,685500.0,10,164167.19999999998,1
Ed Ruscha,1937.0,85.0,55.9,203.2,It's OK—Everything's OK,1.0,1979.0,42.0,800000.0,1200000.0,1472000.0,1,11358.88,0
Wayne Thiebaud,1920.0,102.0,45.7,40.6,Flower in Vase,1.0,1962.0,42.0,900000.0,1200000.0,2319000.0,1,1855.42,0
David Hockney,1937.0,85.0,35.6,43.2,Picasso Masks,1.0,1974.0,37.0,60000.0,80000.0,81900.0,7,1537.92,0
David Hockney,1937.0,85.0,64.8,49.8,"Henry, Reading, Paris",1.0,1975.0,38.0,100000.0,150000.0,126000.0,10,3227.0399999999995,0
David Hockney,1937.0,85.0,61.0,61.0,Blue Pot of Purple Flowers,1.0,1989.0,52.0,1200000.0,1800000.0,2863500.0,1,3721.0,0
David Hockney,1937.0,85.0,152.4,182.9,Ravel's Garden with Night Glow,1.0,1980.0,43.0,800000.0,1200000.0,1774500.0,1,27873.960000000003,0
Robert Rauschenberg,1925.0,83.0,247.3,188.0,Rush 7 (Cloister),1.0,1980.0,55.0,250000.0,350000.0,250000.0,10,46492.4,1
Louise Nevelson,1899.0,89.0,229.9,134.6,Moon Garden Wall I,43.2,1969.0,70.0,150000.0,200000.0,252000.0,2,1336804.128,1
Willem de Kooning,1904.0,93.0,90.2,67.3,Untitled (Torso),1.0,1960.0,56.0,700000.0,1000000.0,1109000.0,1,6070.46,1
Willem de Kooning,1904.0,93.0,27.9,21.6,Untitled,1.0,1960.0,56.0,20000.0,30000.0,20160.0,3,602.64,1
Willem de Kooning,1904.0,93.0,27.9,21.6,Untitled,1.0,1960.0,56.0,20000.0,30000.0,40320.0,3,602.64,1
Willem de Kooning,1904.0,93.0,21.6,27.9,Untitled,1.0,1960.0,56.0,20000.0,30000.0,21420.0,3,602.64,1
David Hockney,1937.0,85.0,214.6,342.9,Caribbean Tea Time,1.0,1987.0,50.0,60000.0,80000.0,132300.0,10,73586.34,0
Saul Steinberg,1914.0,85.0,58.4,78.7,China Money Table,5.8,1981.0,67.0,25000.0,35000.0,44100.0,1,26657.264,1
John McLaughlin,1898.0,78.0,91.4,121.9,#22-1960,1.0,1960.0,62.0,80000.0,120000.0,113400.0,1,11141.660000000002,1
John McCracken,1934.0,77.0,213.4,30.5,Untitled,3.8,1976.0,42.0,250000.0,350000.0,478800.0,5,24733.059999999998,1
Josef Albers,1888.0,88.0,76.2,76.2,Study for Homage to the Square: Soaring,1.0,1958.0,70.0,450000.0,650000.0,891200.0,1,5806.4400000000005,1
Adolph Gottlieb,1903.0,71.0,152.4,101.6,Chrome,1.0,1964.0,61.0,400000.0,600000.0,600800.0,1,15483.84,1
Lygia Clark,1920.0,68.0,60.0,38.4,Bicho-Parafuso sem fim,30.5,1963.0,43.0,400000.0,600000.0,818600.0,2,70272.0,1
Lygia Clark,1920.0,68.0,90.0,30.0,Espaço Modulado No. 6,1.0,1958.0,38.0,700000.0,900000.0,746000.0,10,2700.0,1
Alexander Calder,1898.0,78.0,20.3,68.6,Necklace,13.0,1942.0,44.0,200000.0,300000.0,226800.0,2,18103.54,1
Alexander Calder,1898.0,78.0,86.4,55.2,Thin Black Stabile,49.5,1941.0,43.0,1500000.0,2000000.0,1411500.0,10,236079.36000000002,1
David Smith,1906.0,59.0,65.4,63.5,Structure 38,43.2,1956.0,50.0,400000.0,600000.0,837500.0,2,179405.28000000003,1
Joan Mitchell,1925.0,67.0,116.2,88.6,Goulphar II,1.0,1959.0,34.0,1800000.0,2500000.0,2198000.0,1,10295.32,1
Jackson Pollock,1912.0,44.0,29.2,39.4,Untitled,1.0,1944.0,32.0,180000.0,250000.0,504000.0,1,1150.48,1
Sam Francis,1923.0,71.0,76.8,56.5,Untitled,1.0,1958.0,35.0,300000.0,500000.0,296100.0,10,4339.2,1
Ad Reinhardt,1913.0,54.0,139.5,53.3,Untitled,1.0,1946.0,33.0,500000.0,700000.0,1084800.0,1,7435.349999999999,1
Mark Rothko,1903.0,67.0,84.5,64.8,Untitled,1.0,1968.0,65.0,3000000.0,4000000.0,5549400.0,1,5475.599999999999,1
Kazuo Shiraga,1924.0,84.0,91.1,115.9,BB 76,1.0,1961.0,37.0,700000.0,1000000.0,1012200.0,1,10558.49,1
Jean Dubuffet,1901.0,84.0,55.2,46.0,Tête constellée,1.0,1952.0,51.0,300000.0,500000.0,378000.0,1,2539.2000000000003,1
Karel Appel,1921.0,85.0,58.4,107.0,Animal et fleurs,1.0,1952.0,31.0,150000.0,200000.0,239400.0,1,6248.8,1
Serge Poliakoff,1906.0,63.0,91.4,73.3,Vert et brun,1.0,1953.0,47.0,100000.0,150000.0,100800.0,1,6699.62,1
Lilia Carrillo,1930.0,44.0,76.8,90.2,Momento anterior,1.0,1966.0,36.0,30000.0,40000.0,88200.0,1,6927.36,1
Manuel Felguérez,1928.0,92.0,160.0,180.3,Pintura 11,1.0,1962.0,34.0,30000.0,40000.0,47880.0,1,28848.0,1
Cordelia Urueta,1908.0,100.0,39.4,47.3,Untitled,1.0,1985.0,77.0,4000.0,6000.0,4410.0,1,1863.62,1
Alberto Gironella,1929.0,70.0,161.9,131.4,"Cámara obscura, o Diego Velázquez, artista fotógrafo",1.0,1968.0,39.0,20000.0,30000.0,23940.0,1,21273.66,1
Esteban Vicente,1903.0,98.0,61.0,76.2,No. 6,1.0,1954.0,51.0,30000.0,50000.0,88200.0,1,4648.2,1
Jack Tworkov,1900.0,82.0,51.1,63.5,Untitled (OC),1.0,1950.0,50.0,20000.0,30000.0,35280.0,1,3244.85,1
Jesús Rafael Soto,1923.0,82.0,51.4,100.3,Mouvement horizontal vertical,15.2,1964.0,41.0,180000.0,250000.0,201600.0,5,78362.38399999999,1
Gego,1912.0,82.0,60.0,60.0,Maqueta para Nubes (Red ambiental),20.0,1974.0,62.0,400000.0,600000.0,504000.0,2,72000.0,1
Sergio Camargo,1930.0,60.0,125.0,80.0,Relief No. 183,15.0,1967.0,37.0,600000.0,800000.0,1048500.0,5,150000.0,1
Alejandro Otero,1921.0,69.0,200.0,55.6,Tablón No. 32,1.0,1976.0,55.0,280000.0,350000.0,302400.0,10,11120.0,1
Carlos Cruz-Diez,1923.0,96.0,60.0,100.5,Physichromie 233,1.0,1966.0,43.0,200000.0,300000.0,378000.0,10,6030.0,1
Christo,1935.0,85.0,38.1,243.8,"Surrounded Islands (Project for Biscayne Bay, Greater Miami, Florida)",1.0,1983.0,48.0,500000.0,700000.0,867000.0,8,9288.78,1
Christo,1935.0,85.0,20.3,20.3,Store Front #4 (Project),1.0,1965.0,30.0,30000.0,40000.0,31500.0,4,412.09000000000003,1
Christo,1935.0,85.0,55.9,70.8,Museum of Contemporary Art - Chicago Packed (Project),1.0,1968.0,33.0,35000.0,45000.0,37800.0,8,3957.72,1
Jean Dubuffet,1901.0,84.0,203.4,86.4,Le Maître d'hôtel,1.0,1974.0,73.0,500000.0,700000.0,625000.0,1,17573.760000000002,1
Allen Jones,1937.0,85.0,183.2,183.2,The Knife Thrower,1.0,1978.0,41.0,30000.0,40000.0,88200.0,1,33562.24,0
Andy Warhol,1928.0,59.0,25.4,20.3,Blue Airmail Stamps,1.0,1962.0,34.0,80000.0,120000.0,189000.0,1,515.62,1
Robert Indiana,1928.0,90.0,61.3,56.2,Tintinnabulation,1.0,1962.0,34.0,120000.0,180000.0,126000.0,1,3445.06,1
Sturtevant,1924.0,90.0,27.9,27.9,Warhol Flowers,1.0,1970.0,46.0,70000.0,100000.0,94500.0,1,778.41,1
Andy Warhol,1928.0,59.0,101.6,152.4,Diamond Dust Shoes,1.0,1980.0,52.0,150000.0,200000.0,176400.0,1,15483.84,1
Tom Wesselmann,1931.0,73.0,162.6,170.2,Blonde Torso (Triple Layer),1.0,1988.0,57.0,200000.0,300000.0,327600.0,1,27674.519999999997,1
Roy Lichtenstein,1923.0,74.0,132.1,40.6,Brushstroke I,20.3,1986.0,63.0,100000.0,150000.0,126000.0,1,108874.178,1
Melvin Edwards,1937.0,85.0,63.0,43.0,Monochromo,20.0,1964.0,27.0,50000.0,70000.0,107100.0,10,54180.0,0
Hughie Lee-Smith,1915.0,84.0,50.8,61.0,The Birds,1.0,1955.0,40.0,70000.0,100000.0,69300.0,1,3098.7999999999997,1
Henry Darger,1892.0,81.0,61.0,271.8,Untitled,1.0,1940.0,48.0,350000.0,500000.0,504000.0,10,16579.8,1
Alexander Calder,1898.0,78.0,110.5,74.9,Air Mail,1.0,1974.0,76.0,50000.0,70000.0,132300.0,10,8276.45,1
Franz Kline,1910.0,52.0,91.4,52.1,Rocker,1.0,1948.0,38.0,300000.0,500000.0,378000.0,1,4761.9400000000005,1
Hans Hofmann,1880.0,86.0,64.1,76.8,Untitled,1.0,1958.0,78.0,300000.0,500000.0,842800.0,1,4922.879999999999,1
Alexander Calder,1898.0,78.0,31.1,27.9,"Red Mushroom, White Dot, Yellow Triangle on Black Wave",19.1,1955.0,57.0,300000.0,400000.0,806500.0,10,16572.879,1
